名称,避難が予想される住民の地区名,,,指定場所,市町村名,種別,災害区分,"土砂災害・浸水・津波浸水予測地域","緊急避難先レベル",,耐震性,備蓄の有無,備蓄品目,,,標高（m）,"経度：東経(世界測地系10進法)","緯度：北緯(世界測地系10進法)",発電機,,,"施設面積（㎡）",,収容人数,収容人数(一時）,所在地,備考
高齢者総合ケアセンター　みらい,,,,,和歌山市,福祉避難所,,,,,,,,,,,135.2479850 ,34.2654412 ,,,,,,,,和歌山市北野118-2,福祉避難所
ケアハウス　第三親和園,,,,,和歌山市,福祉避難所,,,,,,,,,,,135.1899250 ,34.2021668 ,,,,,,,,和歌山市杭ノ瀬463-1,福祉避難所
グループ・ホーム　ぷすぷす,,,,,和歌山市,福祉避難所,,,,,,,,,,,135.1345550 ,34.2438359 ,,,,,,,,和歌山市松江　東１丁目7-25,福祉避難所
介護付き住宅　みのり,,,,,和歌山市,福祉避難所,,,,,,,,,,,135.2404360 ,34.2712361 ,,,,,,,,和歌山市弘西571,福祉避難所
カーサ・デ・ソコロ・アンシアナトー,,,,,和歌山市,福祉避難所,,,,,,,,,,,135.1345550 ,34.2438359 ,,,,,,,,和歌山市松江　東１丁目7-25,福祉避難所
和歌山公園（和歌山城）,城北　雄湊　広瀬＜本町　吹上　芦原　砂山　今福＞,,,,和歌山市,広域避難場所,地震　津波,,,☆☆☆,,,,,,9,135.1711890 ,34.2263760 ,,,,,,,68166,和歌山市一番丁3,広域避難場所
島橋公園,野崎,,,津波予想時使用不可,和歌山市,避難場所,地震　,津波浸水予測地域,,,,,,,,1.9,135.1462355 ,34.2447818 ,,,,,,,1342,和歌山市島橋西ノ丁1,"屋外避難場所 津波予想時使用不可"
紀三井寺児童遊園東,名草,,,津波予想時使用不可,和歌山市,避難場所,地震　,津波浸水予測地域,,,,,,,,1.7,135.1989517 ,34.1698588 ,,,,,,,417,和歌山市紀三井寺1-56,"屋外避難場所 津波予想時使用不可"
紀三井寺児童遊園西,名草,,,津波予想時使用不可,和歌山市,避難場所,地震　,津波浸水予測地域,,,,,,,,1.7,135.1955859 ,34.1679733 ,,,,,,,311,和歌山市紀三井寺1-204,"屋外避難場所 津波予想時使用不可"
湊御殿公園,砂山,,,津波予想時使用不可,和歌山市,避難場所,地震　,津波浸水予測地域,,,,,,,,1.1,135.1585823 ,34.2174802 ,,,,,,,1594,和歌山市湊御殿３丁目7,"屋外避難場所 津波予想時使用不可"
端ノ丁公園,砂山,,,津波予想時使用不可,和歌山市,避難場所,地震　,津波浸水予測地域,,,,,,,,2.3,135.1615348 ,34.2204303 ,,,,,,,331,和歌山市土佐町３丁目6,"屋外避難場所 津波予想時使用不可"
港公園,砂山,,,津波予想時使用不可,和歌山市,避難場所,地震　,津波浸水予測地域,,,,,,,,2.5,135.1535637 ,34.2206585 ,,,,,,,552,和歌山市築港４丁目14,"屋外避難場所 津波予想時使用不可"
和歌川終末処理場(屋外),雑賀,,,津波予想時使用不可,和歌山市,避難場所,地震　,津波浸水予測地域,,,,,,,,2.3,135.1800991 ,34.1978619 ,,,,,,,16104,和歌山市塩屋５丁目3-41,"屋外避難場所 津波予想時使用不可"
牛町公園,雄湊,,,津波予想時使用不可,和歌山市,避難場所,地震　,津波浸水予測地域,,,,,,,,4.5,135.1613268 ,34.2266182 ,,,,,,,1421,和歌山市南牛町48,"屋外避難場所 津波予想時使用不可"
セラヴィ神前,岡崎,,,３階以上の共用部分,和歌山市,避難場所,津波,,,☆☆☆,耐震　,,,,,2,135.2029260 ,34.2156073 ,,,,,,,,和歌山市神前182-1,津波避難協力ビル（兼福祉避難所）
クローバーメゾン狐島,野崎,,,５階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,3.5,135.1494290 ,34.2498590 ,,,,,,,,和歌山市狐島622-1,津波避難協力ビル
和歌山県民文化会館,雄湊　砂山,,,大ホール入り口前広場,和歌山市,避難場所,津波,,,☆☆☆,,,,,,7.2,135.1679530 ,34.2248040 ,,,,,,,,和歌山市小松原通１丁目1,津波避難場所
イズミヤ和歌山店,新南,,,３階・４階・５階の駐車場,和歌山市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,3,135.1874690 ,34.2216150 ,,,,,,,,和歌山市新生町7-20,津波避難協力ビル
秋葉山配水池,和歌浦　雑賀,,,敷地内,和歌山市,避難場所,津波,,,☆☆☆,,,,,,34,135.1715300 ,34.1981800 ,,,,,,,,和歌山市和歌浦　東１丁目393-9,津波避難場所
西日本旅客鉄道株式会社和歌山寮,中之島,,,３階以上の共用部分,和歌山市,避難場所,津波,,,☆☆☆,耐震　,,,,,3.5,135.1890870 ,34.2420390 ,,,,,,,,和歌山市中之島402-1,津波避難協力ビル
和歌山大学附属小・中学校,吹上,,,体育館・グラウンド,和歌山市,避難場所,津波,,,☆☆☆,,,,,,14.3,135.1719360 ,34.2235260 ,,,,,,,,和歌山市吹上１丁目4-1,津波避難場所
智辯学園和歌山小学・中学・高等学校,安原,,,グラウンド,和歌山市,避難場所,津波,土砂災害予測地域　浸水予測地域　,,☆☆☆,,,,,,4,135.2118530 ,34.1743160 ,,,,,,,,和歌山市冬野2066-1,津波避難場所
和歌山県消防学校,安原,,,敷地及び屋内訓練場,和歌山市,避難場所,津波,津波浸水予測地域,,☆☆,,,,,,2.5,135.2083130 ,34.1896210 ,,,,,,,,和歌山市冬野687-1,津波避難場所
木本聖地霊園,木本,,,敷地内,和歌山市,避難場所,津波,,,☆☆☆,,,,,,18,135.1268310 ,34.2655140 ,,,,,,,,和歌山市木ノ本1560-1,津波避難場所
県営東松江住宅,松江,,,５階以上の共用部分,和歌山市,避難場所,津波,,,☆☆☆,耐震　,,,,,3,135.1393280 ,34.2473640 ,,,,,,,,和歌山市松江　東４丁目6-28,津波避難協力ビル
市営ラブリー松江,松江,,,５階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,1.8,135.1383360 ,34.2486610 ,,,,,,,,和歌山市松江　北２丁目2-5,津波避難協力ビル
県営今福第二団地１号棟,今福,,,５階以上の共用部分,和歌山市,避難場所,津波,,,☆☆☆,耐震　,,,,,5.8,135.1637120 ,34.2096980 ,,,,,,,,和歌山市今福３丁目6,津波避難協力ビル
県営今福第一団地,今福,,,４階以上の共用部分,和歌山市,避難場所,津波,,,☆☆☆,耐震　,,,,,6,135.1652040 ,34.2110281 ,,,,,,,,和歌山市今福２丁目3-45,津波避難協力ビル
オークワ教育研修センター,宮前,,,４階大ホール,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.6,135.1863260 ,34.2085539 ,,,,,,,,和歌山市中島185-3,津波避難協力ビル
和歌山カントリー倶楽部,貴志　木本,,,駐車場・通路,和歌山市,避難場所,津波,土砂災害予測地域　浸水予測地域　,,☆☆☆,,,,,,9,135.1363980 ,34.2701300 ,,,,,,,,和歌山市梅原585,津波避難場所
きのくに青雲高等学校,吹上　芦原（砂山　今福）,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,,,,,8.1,135.1913251 ,34.2255896 ,,,,,,1981,2060,和歌山市吹屋町５丁目6-8,屋内避難場所
グリーンフル小雑賀,宮前,,,５階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.4,135.1845970 ,34.2031840 ,,,,,,,,和歌山市小雑賀583-1,津波避難協力ビル
Nビル　パレスNAKASHIMA,宮前,,,５階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.9,135.1848940 ,34.2101420 ,,,,,,,,和歌山市小雑賀３丁目6-9,津波避難協力ビル
市営北島団地,野崎　湊,,,３階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆☆,耐震　,,,,,2.4,135.1578450 ,34.2387820 ,,,,,,,,和歌山市北島433-1,津波避難協力ビル
ローパス三葛,名草,,,５階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.9,135.1859330 ,34.1916240 ,,,,,,,,和歌山市三葛247-1,津波避難協力ビル
雇用促進住宅（紀三井寺）,名草,,,５階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.9,135.1996030 ,34.1705149 ,,,,,,,,和歌山市紀三井寺1-28,津波避難協力ビル
インペリアル高松,高松,,,５階以上の共用部分,和歌山市,避難場所,津波,,,☆☆☆,耐震　,,,,,5.8,135.1715170 ,34.2064140 ,,,,,,,,和歌山市東高松３丁目1-28,津波避難協力ビル
近畿財務局和歌山合同庁舎１～３号棟,砂山,,,５階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,2,135.1607560 ,34.2166900 ,,,,,,,,和歌山市砂山南３丁目1-65,津波避難協力ビル
湊パーソナルヴィラ,砂山,,,４階の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.4,135.1582400 ,34.2121555 ,,,,,,,,和歌山市湊18,津波避難協力ビル
市営東長町団地,砂山,,,５階以上の共用部分,和歌山市,避難場所,津波,,,☆☆☆,耐震　,,,,,5.1,135.1669610 ,34.2227150 ,,,,,,,,和歌山市東長町７丁目35,津波避難協力ビル
県営住宅西浜団地,雑賀,,,４階の共用部分,和歌山市,避難場所,津波,,,☆☆☆,耐震　,,,,,4.8,135.1658450 ,34.2019060 ,,,,,,,,和歌山市西浜１丁目6-40,津波避難協力ビル
マスターズエル延時,貴志,,,５階の共用部分,和歌山市,避難場所,津波,浸水予測地域　,,☆☆,耐震　,,,,,2.7,135.1467980 ,34.2504490 ,,,,,,,,和歌山市延時140-1,津波避難協力ビル
和佐小学校,和佐,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,10.5,135.2498714 ,34.2357527 ,,,,,,1235,2960,和歌山市禰宜949-2,屋内避難場所
和佐児童遊園,和佐,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,9.4,135.2434850 ,34.2413926 ,,,,,,,601,和歌山市禰宜1224-1,屋外避難場所
松下公園,和佐,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,9.5,135.2429655 ,34.2404187 ,,,,,,,2762,和歌山市禰宜1264,屋外避難場所
高積中学校,和佐（西和佐　小倉）,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置,10.7,135.2627770 ,34.2408483 ,,,,,,2454,6469,和歌山市布施屋112-2,屋内避難場所
河南総合体育館,和佐,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,,,,,9,135.2386827 ,34.2362182 ,,,,,,1114,1114,和歌山市和佐中165-1,屋内避難場所
河南コミュニティセンター,和佐,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,,,,,10.9,135.2600812 ,34.2416109 ,,,,,,591,591,和歌山市布施屋41,屋内避難場所
高積神社,和佐,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,27,135.2547380 ,34.2339430 ,,,,,,,,和歌山市禰宜1390,津波避難目標地点
和歌公園（鏡山地区）,和歌浦,,,敷地内,和歌山市,避難場所,津波,,,☆☆☆,,,,,,4,135.1729870 ,34.1873160 ,,,,,,,,和歌山市和歌浦　中,津波避難場所
和歌公園（奠供山地区）,和歌浦,,,敷地内,和歌山市,避難場所,津波,,,☆☆☆,,,,,,4,135.1716840 ,34.1878400 ,,,,,,,,和歌山市和歌浦　中,津波避難場所
和歌公園（津屋公園、城跡山地区）,和歌浦,,,敷地内,和歌山市,避難場所,津波,,,☆☆☆,,,,,,1.5,135.1712500 ,34.1907200 ,,,,,,,,和歌山市和歌浦　中,津波避難場所
和歌公園（権現山）,和歌浦,,,敷地内,和歌山市,避難場所,津波,,,☆☆☆,,,,,,5,135.1673720 ,34.1933102 ,,,,,,,,和歌山市和歌浦　西２丁目1-5,津波避難場所
和歌の浦温泉　萬波（駐車場）,和歌浦　田野,,,駐車場,和歌山市,避難場所,津波,,,☆☆☆,,,,,,29,135.1566420 ,34.1852146 ,,,,,,,,和歌山市新和歌浦2-10,津波避難場所
インペリアル和歌浦,和歌浦,,,２階以上の共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.2,135.1751470 ,34.1906860 ,,,,,,,,和歌山市和歌浦　東２丁目8-15,津波避難協力ビル
和歌川苑,和歌浦,,,３階ホール及び共用部分,和歌山市,避難場所,津波,津波浸水予測地域,,☆,耐震　,,,,,1.6,135.1778110 ,34.1953270 ,,,,,,,,和歌山市塩屋５丁目44,津波避難協力ビル
和歌浦小学校,和歌浦,,,津波時は3階以上,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　津波浸水予測地域,☆,☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,4.5,135.1668662 ,34.1913250 ,,,,,,1750,3488,和歌山市和歌浦　西２丁目1-18,屋内避難場所
有功東小学校,有功,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ・浄水装置,34.7,135.2045141 ,34.2681088 ,,,,,,1855,4541,和歌山市六十谷895,屋内避難場所
有功中学校,有功,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆,☆☆☆,耐震　,有,○,○,アルファ化米・乾パン・飲料水・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,55.2,135.2037781 ,34.2717718 ,,,,,,2655,6501,和歌山市六十谷1238,屋内避難場所
有功小学校,有功,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,5.2,135.1966582 ,34.2639316 ,,,,,,1776,5805,和歌山市園部1453,屋内避難場所
鳴滝小学校,有功,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,35,135.1869001 ,34.2657920 ,,,,,,1575,3458,和歌山市善明寺615-3,屋内避難場所
市立和歌山高等学校,有功　楠見,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,土砂災害予測地域　浸水予測地域　,☆☆☆,☆☆☆,耐震　,,,,,4.6,135.1980820 ,34.2609301 ,,,,,,4037,16990,和歌山市六十谷45,屋内避難場所
園部公園,有功,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,11,135.1947635 ,34.2655454 ,,,,,,,3397,和歌山市園部212-1,屋外避難場所
山口西公園,山口,,,,和歌山市,避難場所,地震　津波,,,☆☆☆,,,,,,11.9,135.2623165 ,34.2646648 ,,,,,,,482,和歌山市山口西100-2,屋外避難場所
山口小学校,山口,,,,和歌山市,避難所を兼ねる避難場所,洪水　崖崩れ・土石流及び地滑り　地震　津波,,☆☆☆,☆☆☆,耐震　,有,○,○,乾パン・飲料水・毛布・アルミ寝袋・トイレ処理セット・ブルーシート・緊急対応型ラジオ,12.5,135.2685698 ,34.2671359 ,,,,,,1164,2726,和歌山市里146,屋内避難場所
山口神社,山口,,,,和歌山市,避難場所,津波,,,☆☆☆,,,,,,54,135.2681220 ,34.2771180 ,,,,,,,,和歌山市谷377,津波避難目標地点
